tweet_id,message,thread_context,true_brand_reply,true_intent,classifier_confidence,escalate_label,escalate_reason
1960264,What about the lyrics function!? We still miss it,,"Hey Maria! As you’re Premium, you can connect Spotify to Musixmatch to enjoy lyrics: <URL> Anything else, just shout /ND",content_availability,0.85,0,No hard-rule triggers; auto-handle.
2095636,"Hey why can't I play any songs from ? My Tuesday just isn't the same without ""Feeling Good""",,"Hi there! Is the issue happening on all of his tracks? Also, can you DM us your account's username or email address? /JM <URL>",content_availability,0.91,0,No hard-rule triggers; auto-handle.
1863066,"I know who the featured artists are, but why is it not on the individual tracks?","[Customer]: <URL> [Brand]: 2. Also, the featured artist Abra Cadabra for the song Robbery Remix is shown on your screenshot. Hope we've cleared things up /KM",Can you DM us your account's email address or username? We'll take a look backstage /KM <URL>,content_availability,0.91,0,No hard-rule triggers; auto-handle.
1547941,why cant i sign up to spotify from israel :( plz reply,,Hey there! We're launching in new countries as often as possible. Be sure to add your email at <URL> /LW,content_availability,0.85,0,No hard-rule triggers; auto-handle.
2881640,Can add lil peeps music so my premium is worth or nah?,,"Hey there! We’d love to have all of his stuff available, but we have some info about content here: <URL> /GK",content_availability,0.92,0,No hard-rule triggers; auto-handle.
2299792,I wish I could listen to podcasts on desktop,"[Customer]: As a premium user for years, I’m extremely disappointed in how bad the Mac and PC desktop app is.","Hey Sam, good news! You can find steps to listen to podcasts on your desktop application here: <URL> Hope this helps /TB",content_availability,0.85,0,No hard-rule triggers; auto-handle.
2275501,How sooon😣😣 a swiftie can't wait any longer😭😭😭😭😭😭,,"We don't have any specific info to share about this, but make sure to keep an eye so you don't miss out /PL",content_availability,0.85,0,No hard-rule triggers; auto-handle.
50732,Hey I can’t found new single “Falsa Fada” by on <URL>,,Hey there. Sometimes content gets temporarily removed because of licensing changes. Hopefully we'll have it available again soon! /JX,content_availability,0.91,0,No hard-rule triggers; auto-handle.
1720289,"I am living abroad in the Netherlands for a year, so I’m assuming it’s because I’m using the internet here. Only my ads have changed.",,Thanks for the info. Can you DM us your account's email address? We'll check under the hood /NY <URL>,content_availability,0.88,0,No hard-rule triggers; auto-handle.
2490951,"Hi Spotify, I'm in the great U S of A. Here's the link: <URL> What do you think?","[Customer]: you didn't think we'd notice you took Jazz off as a genre? No can do, must put it back. Thank you. [Brand]: Hey Chris! Are you not seeing Jazz under Genres and Moods? If so, can you tell us the country that your account is set to? We'll look into this /SY",Thanks for letting us know. Can you try out this link: <URL> Let us know if you're able to see the Jazz selections there /QI,content_availability,0.92,0,No hard-rule triggers; auto-handle.
1346666,I'm already on the list. Can you please tell me when is expected (year) to do Spotify in Slovenia?,,"We're working on this as we speak, but we don't have a release date yet. Stay awesome 😁 /MX",content_availability,0.92,0,No hard-rule triggers; auto-handle.
2605008,pls put out the Perfect Velet album🙌🏻,,Hi there! We’ll have it available to you as soon as it’s available to us. <URL> /GK,content_availability,0.92,0,No hard-rule triggers; auto-handle.
1618756,since when did think it was okay to start deleting George Straight's songs ?,,Hi there! Changes to licensing can affect music availability. This can help explain things: <URL> /NY,content_availability,0.94,0,No hard-rule triggers; auto-handle.
654642,ITS ABOUT TIME BY THE JONAS BROTHERS PLEASE,,"Hey there! We’d love to have all of their stuff available, but we have some info about content here: <URL> /JP",content_availability,0.88,0,No hard-rule triggers; auto-handle.
1995758,It's really frustrating that ​ is still not available in India where a lot of my readers are based. <URL>,,"Hey! Don't worry, we're launching regularly in countries around the world. Sign up here to be first to hear: <URL> /JM",content_availability,0.94,0,No hard-rule triggers; auto-handle.
2239779,Soooooo why can't I find Repuation on ?!?! I thought the album was out!!! MusicNerd NewMusic,,"Hi, Taylor Swift's 'Reputation' isn't available to stream just yet. Stay tuned! For now, check out the singles: <URL> /GT",content_availability,0.92,0,No hard-rule triggers; auto-handle.
1623526,Thanks for the reply!,[Customer]: could you implement a feature to see how many hours you’ve listened to an artist? [Brand]: We can see how that’d be handy. Thanks for taking the time to reach out – your feedback's been noted 📝 /DF,"No worries! If you ever need anything else, just shout and we'll come running 🏃 /DF",compliment,0.85,0,No hard-rule triggers; auto-handle.
1075694,Thanks. This is what we want. <URL>,"[Customer]: Or use the mobile app to look for the release day. It's still there. Removed from the desktop app. [Brand]: 1: We understand, and we appreciate you sharing your thoughts on this. Rest assured, we've passed your feedback on to our devs.","You're welcome. We'll give a nudge to our devs about this. If you ever need us again, just... <URL> /RC",compliment,0.85,0,No hard-rule triggers; auto-handle.
1505013,Thank you :),[Customer]: hi You changed the version of Chaka Khan’s “I’m Every Woman” and is like to know why. This new version is not what I came for.,"You're welcome! If you ever need us again, just give us a shout. <URL> /LO",compliment,0.95,0,No hard-rule triggers; auto-handle.
1865542,Sad! I guess I’ll just listen to the O’Reily Auto Parts commercials then every half hour.,"[Customer]: new music friday is 🔥🔥🔥 this week. also, while you’re here, can I get premium for .99 cents again? That was fun. [Brand]: Hi! We appreciate your feedback. We don't have any info to share, but keep an eye out for future offers at <URL> 🙂 /LM","We appreciate the feedback on this, and we'll be sure to pass it on to the right folks. Let us know if we can help with anything else /LM",compliment,0.82,0,No hard-rule triggers; auto-handle.
2886009,Thank you! I will try these 😊,,Sounds good. Have a... <URL> 🙂 /AY,compliment,0.85,0,No hard-rule triggers; auto-handle.
1601209,I love Spotify but some changes don't make sense to us.. Thanks for passing the feedback!,[Customer]: why you keep changing features and ruining the experience :( [Brand]: We always try to test new things and make Spotify better. We'll make sure to pass your feedback on to the right team /SC,"Anytime! If you ever need us again, give us a... <URL> /SC",compliment,0.85,0,No hard-rule triggers; auto-handle.
620344,thanks! 👍🏻,,"Thanks! We've taken a look backstage and can see you've already taken part in one of our previous trial offers, so you won't be eligible for this one. For info on our other offers, head here: <URL> Give us a shout if you need anything else /ZO",compliment,0.85,0,No hard-rule triggers; auto-handle.
2915194,Thank you. Love your service. It's all I use!!!,,"Aww! You just made us blush a little with your kind words. If you need us again, just... <URL> /GN",compliment,0.98,0,No hard-rule triggers; auto-handle.
1825057,"thank you, i got it working just after i asked this LOL",,Great! Glad to hear everything's okay now. Just let us know if we can help with anything else. <URL> 🙂 /LO,compliment,0.85,0,No hard-rule triggers; auto-handle.
1417868,Shout out to for saying “enjoy the next 30 min of ad free music”.... old spice ad plays right after 🙃,,"Hey, that doesn't sound good! Did the app crash at any point during the 30 minutes? That can cause the ad-free time to reset /NQ",compliment,0.82,0,No hard-rule triggers; auto-handle.
1190574,Just to let know Dustin in the help team is a super star we got cut off in the chat but his advise worked👍 sorted,,We're glad to hear that! Just let us know if we can help with anything else. <URL> /PB,compliment,0.98,0,No hard-rule triggers; auto-handle.
2729379,Thanks!! :) here is the broken song. <URL>,"[Customer]: where can I give an idea to improve the app? [Brand]: Hi there! For any ideas, you can suggest it in our Community at <URL> and get support from other users. On a different note, can you send us the Song Link? Just tap the three dots Share Copy Link. We'll check it out /NY","Thanks. Don't worry, we'll get this reported. Great detective work! <URL> 😉 /NY",compliment,0.85,0,No hard-rule triggers; auto-handle.
2613417,"Hi! It was appreciating the behavior, in case it was not clear. ❤️",,"Gotcha! For anything else, just give us a shout. Have a great... <URL> 🙂 /MU",compliment,0.95,0,No hard-rule triggers; auto-handle.
206603,Hi~ 🤗 Thank you for the prompt reply. I will surely email them about this. :),,"You're welcome and thanks for the kind words! If you ever need us again, know that we're always... <URL> 🙂 /AR",compliment,0.92,0,No hard-rule triggers; auto-handle.
2259555,Thanks! It worked after 20 min,,Awesome! Let us know if you ever need us again. We'd be... <URL> /RB,compliment,0.85,0,No hard-rule triggers; auto-handle.
1302933,oh it worked! thank you!!,,"Awesome, that's what we like to hear! If you need us again, just... <URL> 😁 /NS",compliment,0.96,0,No hard-rule triggers; auto-handle.
1076474,You rock! Thanks so much.,[Customer]: Android phone bot also on my Mac laptop. And Thanks! [Brand]: 3: progress bar. Hope that helps 🙂 /NQ,You're welcome! Just let us know if we can help with anything else. <URL> /NQ,compliment,0.98,0,No hard-rule triggers; auto-handle.
707521,"No, it’s OK; you’ve been very helpful. Thanks!",,"Anytime! If you have other questions, just give us a shout 🎉 /RR",compliment,0.92,0,No hard-rule triggers; auto-handle.
3893,And this is why I’ll love Spotify forever and why you are my favorite music platform. Thank you! 🙏🏽💯❄️,"[Customer]: I dunno what system you use that decides which part of the song it gonna play- I love Spotify, but maybe a custom clip option? [Brand]: This sounds like a great idea! Suggest it in our Community at <URL> and get support from other users /LO","You're welcome! If you ever need us again, just give us a shout. <URL> 🙂 /LO",compliment,0.98,0,No hard-rule triggers; auto-handle.
1261975,thx !! :),,No worries! <URL> /GK,compliment,0.95,0,No hard-rule triggers; auto-handle.
2818853,Thank you 🤗hope in the future you can have them 😇,,No worries! Just let us know if we can help with anything else. <URL> 🙂 /NQ,compliment,0.91,0,No hard-rule triggers; auto-handle.
1694948,Working now,,"Hey, glad to hear it's working now! If there's anything else you need, just give us a shout /TJ",other,0.85,0,No hard-rule triggers; auto-handle.
1778478,when are you guys going to release new album?,,"Hey Silvia! Taylor Swift's 'Reputation' isn't available to stream just yet. For now, check out the singles: <URL> /RA",other,0.95,0,No hard-rule triggers; auto-handle.
2814,Paano po?,,Hi there! Can you let us know your account's email address via DM? We'll see what we can suggest /NY <URL>,other,0.9,0,No hard-rule triggers; auto-handle.
536977,He slow respond ........,,Hey there! We've responded to your DM. Let's continue our conversation there /DN,other,0.95,0,No hard-rule triggers; auto-handle.
2065393,. ETA on Apple watch app?,,Hey Brian! Check out the official idea and add your vote to convince our devs it's something to look into: <URL> /SU,other,0.85,0,No hard-rule triggers; auto-handle.
1358436,"Pannekoek, ik wil gewoon een liedje spelen. In Dutch or English, whatever. En 'email' is een soort brandverf.",,We're afraid we don't support Dutch on Twitter at the moment. Could you get back to us in English? /JP,other,0.95,0,No hard-rule triggers; auto-handle.
1855121,ただspotifyは無料会員だと、シャッフルでしか再生できなかったり途中で関係ない曲入れられたり早送りが５曲？くらいまでしかできなくて慣れるまで少しイライラします笑,,ツイート拝見しました。Freeユーザーでスマホをご利用の場合はシャッフル再生となりますが、時間制限なしでお楽しみいただけます。タブレットやパソコンではシャッフルなしで15時間/30日までご利用いただけます。詳しくはこちら→ <URL> /AH,other,0.9,0,No hard-rule triggers; auto-handle.
758536,It keeps saying there's errors when trying to submit it. It looks like it's forcing me to use an attatchment.,,Thanks for the update. Have you tried submitting an idea using an incognito window? Let us know how that goes /TF,other,0.85,0,No hard-rule triggers; auto-handle.
2716993,"ive done most the steps you would ask, plus its not bothering me at all.",,"Nice. We're glad to hear you're cool with it, since it just randomly happens. In any case, is it possible to see if the same thing happens on a different device? /GK",other,0.85,0,No hard-rule triggers; auto-handle.
2861222,Still... <URL>,,"Can you try revoking the access in Twitter? On your desktop version of Twitter, go to Settings and privacy Apps Spotify and click Revoke access. Then go back to Spotify and try sharing again. Keep us in the loop /JP",other,0.95,0,No hard-rule triggers; auto-handle.
1677453,I'm sorry for being annoying but can you pretty please help me? I've DMed you about 20 minutes ago and no response yet.,,Hi! We've replied to your DM. We'll carry on helping there 🙂 /BX,other,0.95,0,No hard-rule triggers; auto-handle.
1526245,"not impressed with spotify help on website, no contact numbers. Poor customer service",,Hi there! We've just sent you a bit more info over DM. We'll carry on helping out there /AU,other,0.9,0,No hard-rule triggers; auto-handle.
490759,This is so ridiculous ANSWER MY TWEETS,,Hey there! Could you tell us what's happening exactly? We'll be waiting /DF,other,0.95,0,No hard-rule triggers; auto-handle.
2633274,a little assistance please? DM sent,,We've just sent a DM your way. Let's carry on chatting there 🙂 /CG,other,0.95,0,No hard-rule triggers; auto-handle.
1161849,Happy to do this faster off Twitter too - knittelf(at)<URL>,,"Hey! For your security, we'd recommend deleting your previous post. Can we have you DM us your username? We'll continue talking there /JI <URL>",other,0.95,0,No hard-rule triggers; auto-handle.
240325,I did it... but nothing happened.. still having the same problem :(,"[Customer]: yes, i've tried everything :( [Brand]: Can you try following the steps here: <URL> Let us know how it goes /PL",Hmm. Could you DM us your username or email address so we can take a closer look? /JU <URL>,other,0.85,0,No hard-rule triggers; auto-handle.
1616430,"Weird, I opened iTunes and then it restored my media controls. Must be a High Sierra bug I guess 👍",,"That's awesome! If you need anything else, just give us a shout /RA",other,0.95,0,No hard-rule triggers; auto-handle.
41777,Nothing is solved if I send you the link. Your service is still leaking customer informations.,,Sorry you feel that way. It'd be best to send us the info over DM so that we can pass it on to the right folks /JE,other,0.85,0,No hard-rule triggers; auto-handle.
2455794,Got it all figured out! Thank you though!,,You're welcome! Let us know if there's anything else we can help with. <URL> /LO,other,0.9,0,No hard-rule triggers; auto-handle.
867597,"ah sorted, thank you",,No worries! Just let us know if you need anything else. We're here for you /SU,other,0.85,0,No hard-rule triggers; auto-handle.
199121,Please don’t make this the default view of artwork when playing a song. Thanks. <URL>,,"2: order to improve Spotify. Don't worry, we'll make sure your feedback is passed on to the right folks /MU",other,0.85,0,No hard-rule triggers; auto-handle.
1430569,Hoping for a launch soon! Or else I'll be in a real depression for the whole duration,,"We hear you! In the meantime, Premium allows you to listen abroad for more than 14 days. There's more info at <URL> /SU",other,0.85,0,No hard-rule triggers; auto-handle.
2755866,if u really care you'd respond...,,Hey! We've just sent a DM your way. Let's carry on chatting there 🙂 /L,other,0.85,0,No hard-rule triggers; auto-handle.
